,co_owned,southj,centralj,pa1,pa2,wage_st,hrsopen,wage_st2,hrsopen2,emptot,emptot2,nj,pa,bk,kfc,roys,wendys,pmeal,pmeal2,closed
193,0,0,0,0,0,4.5,11.5,5.05,11.5,32.25,25.0,1.0,0.0,0.0,0.0,0.0,1.0,4.04,,0.0
194,0,0,1,0,0,4.25,17.0,5.05,17.5,30.0,26.0,1.0,0.0,1.0,0.0,0.0,0.0,2.98,2.56,0.0
195,1,0,0,0,0,4.25,18.0,5.05,18.0,,24.0,1.0,0.0,1.0,0.0,0.0,0.0,3.24,3.21,0.0
196,0,0,0,0,0,4.5,16.0,5.05,16.0,30.5,22.5,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9499998,0.0
197,0,0,0,0,0,4.8,15.5,5.05,,14.0,,1.0,0.0,1.0,0.0,0.0,0.0,3.02,,0.0
198,0,0,0,0,0,4.25,17.0,5.05,17.0,27.0,35.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9499998,0.0
199,0,0,0,0,0,4.5,13.5,5.05,13.5,18.5,17.75,1.0,0.0,1.0,0.0,0.0,0.0,3.3999999,3.5900002,0.0
200,0,0,0,0,0,4.25,17.0,5.05,17.0,38.0,24.5,1.0,0.0,1.0,0.0,0.0,0.0,3.1100001,2.9499998,0.0
201,0,0,0,0,0,4.25,18.0,5.05,18.0,16.5,16.5,1.0,0.0,1.0,0.0,0.0,0.0,3.07,3.27,0.0
202,0,0,0,0,0,4.5,16.0,5.05,16.0,50.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,3.03,3.01,0.0
203,0,0,0,0,0,4.75,17.0,5.05,17.0,20.5,39.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9499998,0.0
204,0,0,0,0,0,4.25,12.0,5.05,11.0,6.5,17.0,1.0,0.0,0.0,1.0,0.0,0.0,4.5699997,4.5299997,0.0
205,0,0,0,0,0,4.25,11.0,5.05,11.0,13.5,12.5,1.0,0.0,0.0,1.0,0.0,0.0,5.21,5.0699997,0.0
206,1,0,0,0,0,4.25,17.0,5.05,16.5,28.0,38.5,1.0,0.0,0.0,0.0,1.0,0.0,3.1599998,3.2199998,0.0
207,1,0,0,0,0,4.5,17.0,5.05,16.0,21.5,20.0,1.0,0.0,0.0,0.0,1.0,0.0,3.25,3.2199998,0.0
208,0,0,0,0,0,4.25,11.5,5.05,12.5,,21.0,1.0,0.0,0.0,0.0,0.0,1.0,3.1,3.0900002,0.0
209,0,0,1,0,0,4.5,16.0,5.05,16.0,24.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2.8,2.8899999,0.0
210,0,0,1,0,0,4.25,15.0,5.05,15.0,20.5,19.0,1.0,0.0,1.0,0.0,0.0,0.0,3.1,3.1399999,0.0
211,0,0,1,0,0,4.5,15.0,5.05,15.0,,20.0,1.0,0.0,1.0,0.0,0.0,0.0,2.94,3.03,0.0
212,0,1,0,0,0,4.25,15.0,5.05,15.0,23.5,26.5,1.0,0.0,1.0,0.0,0.0,0.0,2.84,2.86,0.0
213,1,0,1,0,0,4.25,17.0,5.05,17.0,23.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,3.06,3.21,0.0
214,1,0,1,0,0,4.25,15.0,5.05,15.0,17.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,3.07,3.17,0.0
215,1,0,0,0,0,4.25,16.0,5.05,16.0,20.5,22.5,1.0,0.0,1.0,0.0,0.0,0.0,,3.21,0.0
216,0,0,1,0,0,4.25,10.0,5.05,10.0,23.5,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4.42,4.33,0.0
217,0,0,0,0,0,4.25,10.0,5.05,10.5,9.5,12.5,1.0,0.0,0.0,1.0,0.0,0.0,4.73,4.58,0.0
218,0,0,1,0,0,4.25,10.0,5.05,10.0,10.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4.33,4.39,0.0
219,0,0,1,0,0,4.25,10.0,5.05,10.0,14.0,12.5,1.0,0.0,0.0,1.0,0.0,0.0,4.42,4.48,0.0
220,1,0,1,0,0,4.75,24.0,5.05,24.0,85.0,59.0,1.0,0.0,0.0,0.0,1.0,0.0,,4.71,0.0
221,0,0,1,0,0,4.75,15.0,5.05,15.0,15.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,3.44,3.3,0.0
222,0,1,0,0,0,4.4,16.0,5.05,15.0,21.5,15.5,1.0,0.0,0.0,0.0,1.0,0.0,3.04,3.13,0.0
223,0,0,1,0,0,4.62,11.5,5.05,12.5,53.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,2.73,2.78,0.0
224,0,0,0,0,0,4.25,16.5,5.05,16.5,24.0,26.5,1.0,0.0,1.0,0.0,0.0,0.0,2.99,3.1999998,0.0
225,0,0,0,0,0,4.25,16.0,5.05,16.0,20.5,17.5,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9499998,0.0
226,1,0,0,0,0,4.25,14.5,5.05,14.0,14.5,20.5,1.0,0.0,1.0,0.0,0.0,0.0,3.07,,0.0
227,0,0,0,0,0,4.25,17.0,5.05,17.0,25.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,3.34,3.44,0.0
228,0,0,0,0,0,4.25,16.0,5.05,16.0,27.0,30.25,1.0,0.0,0.0,0.0,1.0,0.0,3.2399998,3.32,0.0
229,0,0,1,0,0,4.75,16.0,5.25,16.5,22.5,44.0,1.0,0.0,1.0,0.0,0.0,0.0,2.97,2.99,0.0
230,0,0,1,0,0,4.75,17.0,5.05,17.0,36.5,17.5,1.0,0.0,1.0,0.0,0.0,0.0,3.07,3.01,0.0
231,0,0,1,0,0,4.25,13.0,5.05,13.0,17.25,31.0,1.0,0.0,1.0,0.0,0.0,0.0,3.62,3.55,0.0
232,0,0,0,0,0,4.25,15.0,5.05,15.0,21.5,31.0,1.0,0.0,1.0,0.0,0.0,0.0,3.02,2.99,0.0
233,0,0,0,0,0,4.75,16.5,5.05,17.5,24.5,28.5,1.0,0.0,1.0,0.0,0.0,0.0,2.92,2.8899999,0.0
234,1,0,1,0,0,4.5,16.0,5.05,16.0,19.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,3.15,3.1499999,0.0
235,0,0,0,0,0,4.25,12.5,5.05,12.5,25.0,41.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.24,0.0
236,0,0,1,0,0,4.25,15.0,5.05,15.0,16.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,3.01,3.22,0.0
237,0,0,1,0,0,4.5,12.5,5.05,12.0,19.0,9.5,1.0,0.0,0.0,1.0,0.0,0.0,4.1,4.51,0.0
238,1,0,1,0,0,4.5,18.0,5.05,16.0,22.75,25.0,1.0,0.0,0.0,0.0,1.0,0.0,3.19,3.2199998,0.0
239,1,0,1,0,0,4.5,24.0,5.5,14.0,35.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,4.64,,0.0
240,1,0,1,0,0,4.75,17.0,5.05,15.0,16.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,3.25,4.2799997,0.0
241,0,0,1,0,0,4.62,16.0,5.05,16.0,21.0,22.75,1.0,0.0,0.0,0.0,1.0,0.0,,3.11,0.0
242,1,0,1,0,0,4.25,17.0,,16.0,26.75,,1.0,0.0,0.0,0.0,1.0,0.0,3.29,,0.0
243,1,0,0,0,0,4.25,16.0,5.05,15.0,30.5,32.0,1.0,0.0,0.0,0.0,1.0,0.0,3.1999998,3.27,0.0
244,0,0,1,0,0,4.5,11.5,5.67,11.5,23.0,27.5,1.0,0.0,0.0,0.0,0.0,1.0,2.83,2.99,0.0
245,0,0,1,0,0,4.75,12.5,5.05,12.5,21.5,25.5,1.0,0.0,0.0,0.0,0.0,1.0,2.99,3.23,0.0
246,0,0,0,0,0,4.25,11.5,5.05,11.5,36.5,60.5,1.0,0.0,0.0,0.0,0.0,1.0,3.07,3.1599998,0.0
247,0,0,0,0,0,4.8,16.0,5.05,16.0,23.0,20.5,1.0,0.0,1.0,0.0,0.0,0.0,3.12,3.09,0.0
248,0,0,0,0,0,4.5,16.0,5.05,16.0,14.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9299998,0.0
249,0,0,0,0,0,4.67,16.0,5.75,15.0,17.25,25.0,1.0,0.0,1.0,0.0,0.0,0.0,3.01,2.87,0.0
250,0,0,0,0,0,4.87,15.0,5.05,15.0,18.5,13.0,1.0,0.0,1.0,0.0,0.0,0.0,3.03,2.9,0.0
251,0,0,0,0,0,4.5,10.0,5.05,11.5,8.5,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.96,4.38,0.0
252,0,0,0,0,0,4.5,10.5,5.25,11.5,14.0,16.5,1.0,0.0,0.0,1.0,0.0,0.0,4.17,4.2799997,0.0
253,1,0,0,0,0,4.75,16.5,5.05,15.5,23.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,3.1999998,3.17,0.0
254,0,0,0,0,0,4.75,11.5,5.05,12.5,29.0,21.5,1.0,0.0,0.0,0.0,0.0,1.0,2.86,3.21,0.0
255,0,0,0,0,0,4.25,15.0,5.25,16.0,19.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,3.2,0.0
256,1,0,0,0,0,4.25,16.0,5.05,16.0,21.0,21.25,1.0,0.0,1.0,0.0,0.0,0.0,3.08,3.25,0.0
257,0,0,0,0,0,4.75,12.5,5.05,13.0,17.0,21.5,1.0,0.0,1.0,0.0,0.0,0.0,3.1999998,3.17,0.0
258,0,0,0,0,0,4.85,17.5,5.05,18.0,36.0,31.0,1.0,0.0,1.0,0.0,0.0,0.0,2.99,3.03,0.0
259,0,0,0,0,0,4.75,16.0,5.05,16.0,25.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,3.04,2.9299998,0.0
260,0,0,0,0,0,4.62,16.0,5.05,16.0,29.5,37.75,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0
261,1,0,0,0,0,4.25,10.0,5.05,10.5,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4.1,4.59,0.0
262,0,0,0,0,0,4.25,10.5,5.05,11.0,11.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4.16,4.27,0.0
263,0,0,0,0,0,4.5,11.0,5.05,12.0,13.5,12.75,1.0,0.0,0.0,1.0,0.0,0.0,4.73,4.95,0.0
264,0,1,0,0,0,4.5,11.0,5.05,10.0,13.5,10.5,1.0,0.0,0.0,1.0,0.0,0.0,4.73,4.7799997,0.0
265,0,0,0,0,0,4.62,11.0,5.05,10.5,18.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,4.73,4.8,0.0
266,0,0,1,0,0,4.5,10.5,5.05,10.5,9.5,8.0,1.0,0.0,0.0,1.0,0.0,0.0,4.73,4.8,0.0
267,0,0,0,0,0,4.75,16.0,5.05,16.0,24.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,3.09,3.1799998,0.0
268,0,0,0,0,0,4.75,15.0,5.05,15.0,14.5,12.5,1.0,0.0,0.0,0.0,1.0,0.0,3.31,3.2199998,0.0
269,0,0,0,0,0,4.87,12.0,5.25,12.5,29.0,22.5,1.0,0.0,0.0,0.0,0.0,1.0,2.82,3.1499999,0.0
270,0,0,0,0,0,4.5,11.0,5.05,13.0,10.5,11.5,1.0,0.0,0.0,0.0,0.0,1.0,2.79,3.17,0.0
271,0,0,0,0,0,4.25,11.5,5.05,12.5,18.0,23.5,1.0,0.0,0.0,0.0,0.0,1.0,2.9699998,3.8899999,0.0
272,0,0,0,0,0,4.25,16.0,5.05,16.0,,30.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9299998,0.0
273,0,0,0,0,0,4.35,10.0,5.05,10.5,9.0,16.5,1.0,0.0,0.0,1.0,0.0,0.0,3.99,4.26,0.0
274,0,0,0,0,0,4.25,18.0,5.05,17.5,33.0,29.0,1.0,0.0,1.0,0.0,0.0,0.0,2.95,2.97,0.0
275,0,0,0,0,0,4.5,17.0,5.05,17.0,19.5,30.0,1.0,0.0,1.0,0.0,0.0,0.0,3.03,2.9499998,0.0
276,0,0,0,0,0,4.25,19.0,5.05,19.0,41.0,22.5,1.0,0.0,1.0,0.0,0.0,0.0,2.75,2.74,0.0
277,0,0,0,0,0,4.25,17.0,5.05,17.0,17.0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9499998,0.0
278,0,0,0,0,0,4.25,17.5,5.05,17.5,18.25,21.75,1.0,0.0,1.0,0.0,0.0,0.0,3.12,3.09,0.0
279,1,0,0,0,0,4.75,12.0,5.2,12.0,17.0,13.5,1.0,0.0,0.0,1.0,0.0,0.0,4.25,4.21,0.0
280,1,0,0,0,0,4.62,17.0,5.05,14.0,32.0,24.0,1.0,0.0,0.0,0.0,1.0,0.0,2.98,3.1699998,0.0
281,1,0,0,0,0,4.25,18.0,5.05,16.0,26.0,28.5,1.0,0.0,0.0,0.0,1.0,0.0,3.07,3.2199998,0.0
282,1,0,0,0,0,4.5,11.5,5.05,11.0,11.5,10.0,1.0,0.0,0.0,0.0,0.0,1.0,2.96,,0.0
283,0,1,0,0,0,4.5,15.0,5.05,15.0,21.0,23.5,1.0,0.0,1.0,0.0,0.0,0.0,2.92,,0.0
284,0,1,0,0,0,4.5,16.0,5.05,16.0,22.75,30.5,1.0,0.0,1.0,0.0,0.0,0.0,2.78,2.8799999,0.0
285,1,1,0,0,0,4.55,17.5,5.05,17.5,18.5,24.75,1.0,0.0,1.0,0.0,0.0,0.0,2.82,2.9299998,0.0
286,0,1,0,0,0,4.62,16.0,5.05,16.25,20.0,22.5,1.0,0.0,1.0,0.0,0.0,0.0,2.82,2.9299998,0.0
287,0,1,0,0,0,4.5,16.0,5.05,16.0,18.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,2.86,2.7,0.0
288,0,1,0,0,0,4.25,10.5,5.05,10.5,10.5,14.0,1.0,0.0,0.0,1.0,0.0,0.0,4.7799997,4.74,0.0
289,1,1,0,0,0,4.25,10.0,5.05,10.5,10.5,9.0,1.0,0.0,0.0,1.0,0.0,0.0,3.88,3.99,0.0
290,1,1,0,0,0,4.35,10.0,5.05,11.0,11.0,9.5,1.0,0.0,0.0,1.0,0.0,0.0,3.9299998,3.8700001,0.0
291,1,1,0,0,0,4.25,10.0,5.05,10.5,10.5,15.5,1.0,0.0,0.0,1.0,0.0,0.0,3.99,4.2,0.0
292,0,1,0,0,0,4.25,10.0,5.05,10.0,12.5,12.0,1.0,0.0,0.0,1.0,0.0,0.0,4.7799997,4.74,0.0
293,0,1,0,0,0,4.6,11.0,5.05,11.0,18.0,11.5,1.0,0.0,0.0,1.0,0.0,0.0,4.5299997,4.52,0.0
294,1,1,0,0,0,4.25,12.5,5.05,11.5,17.0,12.5,1.0,0.0,0.0,0.0,1.0,0.0,3.03,2.9099998,0.0
295,1,1,0,0,0,4.75,16.0,5.05,15.0,15.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,,2.96,0.0
296,1,1,0,0,0,4.75,17.0,5.05,17.0,19.5,28.5,1.0,0.0,0.0,0.0,1.0,0.0,2.88,2.96,0.0
297,0,1,0,0,0,4.25,11.5,5.3,10.5,13.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,2.61,2.79,0.0
298,0,1,0,0,0,4.5,12.5,5.05,12.5,20.25,23.5,1.0,0.0,0.0,0.0,0.0,1.0,2.76,2.73,0.0
299,0,0,0,0,0,4.5,13.5,5.5,13.5,26.0,30.5,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.8899999,0.0
300,0,0,0,0,0,4.25,17.0,5.05,17.0,15.5,26.5,1.0,0.0,1.0,0.0,0.0,0.0,2.92,2.9299998,0.0
301,0,0,0,0,0,4.75,16.0,5.05,15.0,24.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9499998,0.0
302,0,0,0,0,0,4.65,16.0,5.05,16.0,25.5,21.5,1.0,0.0,1.0,0.0,0.0,0.0,3.07,2.9299998,0.0
303,0,0,0,0,0,4.25,16.0,5.05,15.0,14.5,,1.0,0.0,1.0,0.0,0.0,0.0,3.01,3.25,0.0
304,0,0,0,0,0,4.25,16.0,5.05,15.5,21.5,21.5,1.0,0.0,1.0,0.0,0.0,0.0,3.07,2.88,0.0
305,1,0,0,0,0,4.75,12.0,5.05,12.0,14.0,37.5,1.0,0.0,0.0,1.0,0.0,0.0,4.42,4.42,0.0
306,0,0,0,0,0,4.25,13.5,5.05,12.5,20.0,11.5,1.0,0.0,0.0,1.0,0.0,0.0,4.74,4.21,0.0
307,1,0,0,0,0,4.5,16.5,5.05,15.5,22.5,21.0,1.0,0.0,0.0,0.0,1.0,0.0,2.83,3.2199998,0.0
308,1,0,0,0,0,4.25,18.0,5.05,17.0,30.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,3.31,3.28,0.0
309,0,0,0,0,0,4.5,15.5,5.05,15.5,24.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,3.1699998,4.27,0.0
310,0,0,0,0,0,4.75,16.0,5.05,16.0,22.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,2.97,4.35,0.0
311,0,1,0,0,0,4.37,15.0,5.05,15.0,13.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,3.1399999,2.96,0.0
312,1,1,0,0,0,4.5,10.0,5.05,10.0,5.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.3,0.0
313,1,1,0,0,0,4.87,13.0,5.05,16.0,13.5,14.0,1.0,0.0,0.0,0.0,1.0,0.0,4.59,4.62,0.0
314,0,1,0,0,0,4.25,16.0,,,28.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.81,,0.0
315,0,1,0,0,0,4.25,16.0,5.05,18.0,18.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,2.8799999,2.8600001,0.0
316,1,1,0,0,0,4.25,16.0,5.05,16.0,24.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,2.87,2.96,0.0
317,0,1,0,0,0,4.25,16.5,5.05,17.5,16.5,14.25,1.0,0.0,1.0,0.0,0.0,0.0,3.07,2.97,0.0
318,0,1,0,0,0,4.25,15.0,5.05,16.0,7.0,16.5,1.0,0.0,1.0,0.0,0.0,0.0,2.81,3.1,0.0
319,0,1,0,0,0,4.25,16.0,,,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.84,,1.0
320,0,1,0,0,0,4.25,16.0,5.05,16.0,19.5,47.5,1.0,0.0,1.0,0.0,0.0,0.0,2.5,2.84,0.0
321,1,1,0,0,0,4.45,10.0,5.05,11.0,10.0,15.5,1.0,0.0,0.0,1.0,0.0,0.0,3.1399999,3.99,0.0
322,1,1,0,0,0,4.62,10.0,5.05,10.0,13.0,10.5,1.0,0.0,0.0,1.0,0.0,0.0,4.0299997,4.0099998,0.0
323,1,1,0,0,0,4.25,11.0,5.05,10.5,10.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,4.08,3.99,0.0
324,1,1,0,0,0,4.25,10.0,5.05,10.0,12.5,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4.14,3.99,0.0
325,1,1,0,0,0,4.25,10.0,5.05,11.0,8.0,8.5,1.0,0.0,0.0,1.0,0.0,0.0,3.88,4.0,0.0
326,1,1,0,0,0,4.25,16.0,,,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.76,,1.0
327,1,1,0,0,0,4.5,16.0,5.05,16.0,20.5,15.0,1.0,0.0,0.0,0.0,1.0,0.0,2.8400002,2.96,0.0
328,1,1,0,0,0,4.75,16.0,5.05,16.0,18.5,13.5,1.0,0.0,0.0,0.0,1.0,0.0,2.73,3.03,0.0
329,1,1,0,0,0,4.75,11.5,5.05,11.5,11.5,12.5,1.0,0.0,0.0,0.0,1.0,0.0,,2.97,0.0
330,1,1,0,0,0,4.5,16.0,5.05,16.0,15.0,12.5,1.0,0.0,0.0,0.0,1.0,0.0,2.92,2.96,0.0
331,1,1,0,0,0,4.75,16.0,5.05,16.0,13.0,12.5,1.0,0.0,0.0,0.0,1.0,0.0,2.92,2.9099998,0.0
332,1,1,0,0,0,4.25,16.0,5.05,15.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.92,4.02,0.0
333,0,1,0,0,0,4.75,12.5,5.05,11.5,17.0,13.5,1.0,0.0,0.0,0.0,0.0,1.0,2.79,2.79,0.0
334,0,1,0,0,0,4.55,11.5,5.1,11.5,17.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,2.76,2.79,0.0
335,0,1,0,0,0,4.8,16.0,5.05,16.0,20.5,23.5,1.0,0.0,0.0,0.0,0.0,1.0,2.82,4.53,0.0
336,0,0,0,0,0,4.75,16.5,5.05,18.0,15.5,,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9299998,0.0
337,1,0,0,0,0,4.25,16.0,5.05,16.0,19.5,34.0,1.0,0.0,1.0,0.0,0.0,0.0,2.95,2.97,0.0
338,1,0,0,0,0,4.35,17.0,5.05,16.0,30.5,32.5,1.0,0.0,0.0,0.0,1.0,0.0,3.1399999,3.1499999,0.0
339,0,0,0,0,0,4.5,17.0,5.05,24.0,23.0,21.5,1.0,0.0,0.0,0.0,1.0,0.0,4.7799997,3.7399998,0.0
340,1,0,0,0,0,4.39,17.0,5.05,18.0,13.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,3.6,3.73,0.0
341,1,0,0,0,0,4.25,18.0,5.2,24.0,30.25,43.5,1.0,0.0,0.0,0.0,1.0,0.0,3.44,,0.0
342,0,0,0,0,0,4.25,11.5,5.05,11.5,18.0,17.5,1.0,0.0,0.0,0.0,0.0,1.0,3.7600002,3.9299998,0.0
343,0,1,0,0,0,4.25,11.0,5.05,10.0,10.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,3.21,3.33,0.0
344,0,1,0,0,0,4.5,15.0,5.05,15.0,19.5,,1.0,0.0,1.0,0.0,0.0,0.0,2.9299998,2.9,0.0
345,0,1,0,0,0,4.62,15.0,5.25,16.0,17.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,2.92,2.73,0.0
346,1,1,0,0,0,4.62,16.0,5.05,16.0,25.5,22.0,1.0,0.0,1.0,0.0,0.0,0.0,2.85,2.9299998,0.0
347,0,1,0,0,0,4.25,12.0,5.05,10.5,6.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,3.1100001,3.36,0.0
348,0,1,0,0,0,4.75,12.0,5.05,11.5,11.5,14.0,1.0,0.0,0.0,1.0,0.0,0.0,4.8199997,4.65,0.0
349,0,1,0,0,0,4.62,12.5,5.05,11.5,8.5,27.0,1.0,0.0,0.0,1.0,0.0,0.0,5.86,4.28,0.0
350,1,1,0,0,0,4.75,16.0,5.05,15.0,18.5,18.5,1.0,0.0,0.0,0.0,1.0,0.0,3.1399999,2.9099998,0.0
351,1,1,0,0,0,4.5,15.0,5.05,15.0,15.5,11.5,1.0,0.0,0.0,0.0,1.0,0.0,2.94,3.04,0.0
352,0,0,1,0,0,4.25,15.0,5.05,15.0,14.25,16.0,1.0,0.0,1.0,0.0,0.0,0.0,2.72,2.78,0.0
353,0,1,0,0,0,4.5,15.0,5.05,16.0,38.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,2.8600001,2.94,0.0
354,1,1,0,0,0,4.87,17.0,5.05,17.0,24.75,30.5,1.0,0.0,1.0,0.0,0.0,0.0,2.92,,0.0
355,1,1,0,0,0,4.25,16.0,5.05,16.0,23.0,11.5,1.0,0.0,1.0,0.0,0.0,0.0,2.86,2.85,0.0
356,0,1,0,0,0,4.25,14.5,5.05,16.0,24.0,25.5,1.0,0.0,1.0,0.0,0.0,0.0,2.76,2.73,0.0
357,1,1,0,0,0,4.62,9.5,5.05,11.0,7.5,9.5,1.0,0.0,0.0,1.0,0.0,0.0,4.0299997,4.06,0.0
358,1,1,0,0,0,4.75,10.5,5.05,12.0,15.0,11.5,1.0,0.0,0.0,1.0,0.0,0.0,4.0299997,4.12,0.0
359,1,1,0,0,0,4.25,10.0,,11.0,9.25,12.0,1.0,0.0,0.0,1.0,0.0,0.0,,,0.0
360,1,0,1,0,0,4.25,10.5,,,11.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.03,,1.0
361,1,1,0,0,0,4.75,16.0,5.05,17.0,16.5,17.0,1.0,0.0,0.0,0.0,1.0,0.0,3.09,2.9099998,0.0
362,1,1,0,0,0,4.25,16.0,5.05,16.0,18.75,24.0,1.0,0.0,0.0,0.0,1.0,0.0,2.87,2.75,0.0
363,1,0,0,0,0,4.75,11.5,,,13.5,,1.0,0.0,0.0,0.0,1.0,0.0,3.02,2.79,0.0
364,1,1,0,0,0,4.37,16.0,5.05,16.0,21.75,,1.0,0.0,0.0,0.0,1.0,0.0,2.8700001,2.9099998,0.0
365,0,0,1,0,0,4.87,11.5,,11.5,13.5,13.5,1.0,0.0,0.0,0.0,0.0,1.0,2.82,2.74,0.0
366,1,1,0,0,0,4.25,15.0,5.05,16.0,15.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,2.69,2.74,0.0
367,0,1,0,0,0,4.25,15.0,5.05,16.0,17.5,28.0,1.0,0.0,1.0,0.0,0.0,0.0,2.79,2.74,0.0
368,0,1,0,0,0,4.25,16.0,5.05,16.0,17.5,21.5,1.0,0.0,1.0,0.0,0.0,0.0,2.78,2.75,0.0
369,0,1,0,0,0,4.25,12.5,5.05,12.5,,30.0,1.0,0.0,0.0,1.0,0.0,0.0,4.32,4.32,0.0
370,0,1,0,0,0,4.25,12.5,5.2,12.5,15.5,19.5,1.0,0.0,0.0,1.0,0.0,0.0,4.31,4.2400002,0.0
371,0,1,0,0,0,4.25,12.0,5.05,12.5,16.5,20.0,1.0,0.0,0.0,1.0,0.0,0.0,4.25,4.32,0.0
372,0,1,0,0,0,4.5,11.5,5.05,11.5,13.5,14.5,1.0,0.0,0.0,0.0,1.0,0.0,2.56,2.54,0.0
373,0,1,0,0,0,4.25,12.5,5.05,11.5,13.0,14.5,1.0,0.0,0.0,0.0,0.0,1.0,2.7,2.8,0.0
374,1,0,0,0,0,4.35,15.0,,,11.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.3999999,,1.0
375,0,0,0,0,0,4.85,16.0,5.05,16.0,29.05,31.5,1.0,0.0,1.0,0.0,0.0,0.0,2.96,,0.0
376,0,0,0,0,0,4.5,14.0,5.05,14.0,13.0,11.5,1.0,0.0,1.0,0.0,0.0,0.0,2.86,3.27,0.0
377,0,0,0,0,0,4.25,14.0,5.05,14.0,18.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.94,0.0
378,0,0,0,0,0,4.62,16.0,5.05,16.0,30.0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,3.07,3.1799998,0.0
379,0,0,0,0,0,4.5,16.0,5.05,16.0,20.5,25.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9299998,0.0
380,0,0,0,0,0,4.5,16.0,5.05,16.0,10.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,3.05,3.2199998,0.0
381,0,0,0,0,0,4.65,16.0,5.05,16.0,,18.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9899998,0.0
382,0,0,0,0,0,4.25,17.0,5.05,17.0,26.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,,2.79,0.0
383,0,0,0,0,0,4.25,17.0,5.05,17.0,12.5,23.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,2.9499998,0.0
384,0,0,0,0,0,4.25,10.0,5.05,10.0,19.5,17.5,1.0,0.0,0.0,1.0,0.0,0.0,4.7799997,4.74,0.0
385,1,0,0,0,0,4.62,11.0,5.25,11.0,12.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,5.21,5.17,0.0
